Word,Neighbours
MANIAC,"MANIOC,MANIAS"
HUNTS,"AUNTS,BUNTS,CUNTS,DUNTS,LUNTS,PUNTS,RUNTS,HANTS,HENTS,HINTS,HURTS,HUNKS"
FUGIO,"FUGIE,FUGIT"
MENUS,"GENUS,VENUS,MANUS,MINUS,METUS,MENDS"
MANTRA,"TANTRA,YANTRA,MACTRA,MANDRA,MANTUA"
TROGS,"FROGS,GROGS,PROGS,TRIGS,TROIS,TROTS,TROWS,TROYS"
MODELS,"YODELS,MOHELS,MORELS,MOTELS,MODEMS"
ZEES,"BEES,CEES,DEES,FEES,GEES,JEES,LEES,MEES,PEES,REES,SEES,TEES,VEES,WEES,ZEAS,ZEDS,ZEKS,ZELS,ZENS,ZEPS"
JAXY,"WAXY,JASY,JAZY"
GULFY,"GUFFY,GULLY,GULPY,GULFS"
ETHNOL,"ETHNAL,ETHNOG,ETHNOS"
TAVOLA,SAVOLA
WHINER,"SHINER,WAINER,WEINER,WHITER,WHINED,WHINES,WHINEY"
WILMER,"FILMER,WILDER,WILIER,WILLER,WILTER"
FOULED,"SOULED,FOALED,FOILED,FOOLED,FOWLED,FOULER"
HOCKET,"COCKET,DOCKET,LOCKET,NOCKET,POCKET,ROCKET,SOCKET,HICKET,HOCKED,HOCKER,HOCKEY"
TERATA,"CERATA,TARATA"
UPWELL,"UNWELL,UPWALL"
MAMMEE,"MAUMEE,MAMMAE,MAMMIE,MAMMEA,MAMMER,MAMMET,MAMMEY"
CUTER,"LUTER,MUTER,OUTER,CATER,CITER,CUBER,CURER,CUTES,CUTEY"
CHALAH,"CHAPAH,CHALEH"
FAGGY,"BAGGY,CAGGY,DAGGY,HAGGY,JAGGY,MAGGY,NAGGY,RAGGY,SAGGY,TAGGY,WAGGY,FIGGY,FOGGY,FUGGY,FANGY"
HYPPED,"GYPPED,HAPPED,HIPPED,HOPPED,HYPOED"
BALDLY,BOLDLY
GULPER,"PULPER,GULLER,GULPED"
TRAVES,"BRAVES,CRAVES,GRAVES,TROVES,TRABES,TRACES,TRADES,TRAPES,TRAVIS,TRAVEL"
FOOT,"BOOT,COOT,HOOT,LOOT,MOOT,POOT,ROOT,SOOT,TOOT,WOOT,ZOOT,FONT,FORT,FOOD,FOOL,FOOS"
BLOOD,"FLOOD,GLOOD,BROOD,BLOND,BLOOM,BLOOP"
PUPIL,"PIPIL,PUGIL,PUPAL"
AUKS,"EUKS,OUKS,SUKS,YUKS,ARKS,ASKS,AWKS,AUAS,AUFS"
BEAM,"LEAM,REAM,SEAM,TEAM,BLAM,BERM,BEAD,BEAK,BEAL,BEAN,BEAR,BEAT,BEAU"
BOMBER,"COMBER,SOMBER,BOBBER,BOMBED,BOMBES"
PUNNET,"RUNNET,PENNET,PINNET,PUNLET,PUNNED,PUNNER"
AMERCE,ALERCE
YOUTHS,"COUTHS,MOUTHS,ROUTHS,SOUTHS,YOUTHY"
TOTTED,"COTTED,DOTTED,HOTTED,JOTTED,LOTTED,POTTED,ROTTED,SOTTED,WOTTED,TATTED,TUTTED,TOITED,TOOTED,TOUTED,TOTTEN,TOTTER"
LOTTER,"COTTER,DOTTER,HOTTER,JOTTER,POTTER,ROTTER,SOTTER,TOTTER,LATTER,LETTER,LITTER,LOFTER,LOITER,LOOTER,LOUTER,LOTTED"
ASLANT,ASKANT
KRONUR,"KRONER,KRONOR"
ALAR,"AFAR,AGAR,AJAR,ARAR,ASAR,ALAE,ALAN,ALAP,ALAS,ALAY"
COONS,"BOONS,GOONS,LOONS,MOONS,NOONS,POONS,TOONS,WOONS,ZOONS,CIONS,CLONS,COINS,CONNS,CORNS,COOFS,COOKS,COOLS,COOPS,COOTS,COONY"
MACCO,"MARCO,MACAO,MACHO,MACRO"
MALGR,MALAR
TOROID,"TYROID,TOXOID,TORPID,TORRID,TORVID"
TIPTOE,TIPTOP
JAYGEE,"JAYCEE,JAYVEE"
SQUALI,"SQUALL,SQUALM"
POLICE,"POLITE,POLICY"
ROLLER,"BOLLER,FOLLER,GOLLER,HOLLER,KOLLER,LOLLER,POLLER,SOLLER,TOLLER,RULLER,ROLLED,ROLLEY"
POUCY,"POUSY,POUTY,POUCE,POUCH"
SKAGS,"SCAGS,SHAGS,SLAGS,SNAGS,STAGS,SWAGS,SKEGS,SKATS"
GILGUY,GILGUL
KAMALA,"KABALA,KAHALA"
CURRIE,"DURRIE,CARRIE,CORRIE,CUIRIE,CURNIE"
CLATCH,"BLATCH,KLATCH,PLATCH,SLATCH,CRATCH,CLETCH,CLITCH,CLUTCH"
MACK,"BACK,CACK,DACK,HACK,JACK,KACK,LACK,PACK,RACK,SACK,TACK,WACK,YACK,ZACK,MECK,MICK,MOCK,MUCK,MAIK,MARK,MASK,MAWK,MACA,MACE,MACH,MACS"
LEGAL,"REGAL,LEPAL"
GLARRY,"GHARRY,GLAIRY,GLAURY"
NAVETY,"NAVELY,NAVETA,NAVETE"
PIER,"BIER,FIER,KIER,LIER,TIER,VIER,PEER,PUER,PIED,PIES,PIET"
UNTEEM,UNTEAM
FELONS,"MELONS,FELONY"
MICAST,DICAST
FLEWS,"CLEWS,SLEWS,FLAWS,FLOWS,FLEAS,FLEES,FLEYS"
FUTTER,"BUTTER,CUTTER,GUTTER,MUTTER,NUTTER,PUTTER,RUTTER,SUTTER,FATTER,FETTER,FITTER,FUSTER"
UNTALL,"UNCALL,UNWALL,UNTELL,UNTILL"
LOONS,"BOONS,COONS,GOONS,MOONS,NOONS,POONS,TOONS,WOONS,ZOONS,LIONS,LOANS,LOINS,LOOFS,LOOKS,LOOMS,LOOPS,LOOTS,LOONY"
WINCEY,"WINCED,WINCER,WINCES"
BRIARY,"FRIARY,TRIARY,BRIERY,BRIARD,BRIARS"
EMPARL,"IMPARL,EMPALL,EMPARK"
WIKING,"BIKING,DIKING,FIKING,HIKING,LIKING,MIKING,PIKING,VIKING,WAKING,WIFING,WILING,WINING,WIPING,WIRING,WISING,WITING,WIVING"
DIABLO,DIABLE
GEBBIE,"DEBBIE,KEBBIE"
LARES,"BARES,CARES,DARES,FARES,HARES,MARES,NARES,PARES,TARES,WARES,LORES,LURES,LYRES,LACES,LADES,LAKES,LAMES,LANES,LASES,LAVES,LAZES,LARDS,LARKS,LARUS"
UTUS,"ULUS,UMUS,URUS,UTAS,UTES,UTIS"
BONITO,"BONITA,BONITY"
DECREE,"DEGREE,DECREW"
IMPUTE,"IMBUTE,IMMUTE,IMPUNE,IMPURE"
HORACE,HARACE
IMPERF,"IMPERS,IMPERY"
PAJOCK,PAIOCK
ETUDE,"STUDE,ELUDE,EXUDE,ETUVE"
GRASSY,"BRASSY,GLASSY"
ROBLES,"COBLES,NOBLES,RUBLES"
SILEN,"SOLEN,SIREN,SILEX"
DIMER,"AIMER,EIMER,LIMER,MIMER,RIMER,TIMER,DOMER,DICER,DIKER,DINER,DIRER,DITER,DIVER,DIMES"
HERMAE,"HERMAI,HERMAN"
BUGLED,"FUGLED,BOGLED,BULLED,BURLED,BUTLED,BUGGED,BUGLER,BUGLES,BUGLET"
RHEMA,"SHEMA,THEMA,RHEDA,RHEME"
GRANNY,"BRANNY,CRANNY,WRANNY,GRINNY,GRAINY"
WAFFLE,"BAFFLE,CAFFLE,DAFFLE,FAFFLE,GAFFLE,HAFFLE,MAFFLE,RAFFLE,TAFFLE,YAFFLE,WAMFLE,WAFFIE,WAFFLY"
HEAD,"BEAD,DEAD,LEAD,MEAD,READ,TEAD,YEAD,HEED,HEID,HELD,HEND,HERD,HEAL,HEAP,HEAR,HEAT"
THIRT,"CHIRT,SHIRT,THORT,THURT,THIRD,THIRL"
GROUSY,"FROUSY,GROUTY,GROUSE"
BLONDE,"BLENDE,BLONDS"
GAGGED,"BAGGED,DAGGED,FAGGED,HAGGED,JAGGED,LAGGED,MAGGED,NAGGED,RAGGED,SAGGED,TAGGED,WAGGED,ZAGGED,GIGGED,GANGED,GAUGED,GAGGER"
MOORUP,MOORUK
ENRAIL,"INRAIL,ENJAIL,ENTAIL"
SNIGS,"SWIGS,SNAGS,SNUGS,SNIBS,SNIES,SNIPS,SNITS"
ESTOPS,ESTOCS
SAIM,"KAIM,MAIM,SHIM,SKIM,SLIM,SPIM,STIM,SWIM,SAIC,SAID,SAIL,SAIN,SAIR,SAIS"
WHITES,"WRITES,WHILES,WHINES,WHITED,WHITEN,WHITER,WHITEY"
RASTUS,"FASTUS,VASTUS,RAPTUS,RATTUS"
COOERS,"WOOERS,CODERS,COKERS,COMERS,COPERS,CORERS,COVERS,COWERS,COOEES,COOEYS"
GORAN,"BORAN,CORAN,KORAN,LORAN,MORAN,TORAN,GURAN,GOBAN,GOWAN,GORAL"
SOOGAN,"SLOGAN,SOUGAN"
TUNKET,"JUNKET,SUNKET,TUCKET,TUNKER"
EMBUSY,"EMBUSH,EMBUSK"
FRITT,"BRITT,FRETT,FRIST,FRITH,FRITS,FRITZ"
BOVID,"COVID,BORID,BOVLD"
TYKE,"BYKE,DYKE,FYKE,HYKE,RYKE,SYKE,TAKE,TIKE,TOKE,TYDE,TYEE,TYNE,TYPE,TYRE,TYTE"
SIGHTS,"BIGHTS,DIGHTS,EIGHTS,FIGHTS,HIGHTS,LIGHTS,MIGHTS,NIGHTS,RIGHTS,TIGHTS,WIGHTS,SIGHTY"
HEELED,"KEELED,PEELED,REELED,SEELED,HEALED,HEILED,HELLED,HEEDED,HEEZED,HEELER"
MARREE,"CARREE,KARREE,LARREE,WARREE,MARRED,MARRER"
HERETO,HERERO
FLOWER,"BLOWER,CLOWER,GLOWER,PLOWER,SLOWER,FEOWER,FROWER,FLOTER,FLOWED"
GRIPEY,"GRAPEY,GRIPPY,GRIPED,GRIPER,GRIPES"
COWY,"NOWY,TOWY,COKY,COLY,CONY,COPY,CORY,COSY,COXY,COZY,COWK,COWL,COWP,COWS"
JOUK,"BOUK,DOUK,GOUK,POUK,SOUK,TOUK,YOUK,ZOUK,JAUK,JOCK,JOOK,JOUR"
METE,"BETE,CETE,FETE,HETE,JETE,KETE,NETE,RETE,TETE,MATE,MITE,MOTE,MUTE,MEME,MENE,MERE,MESE,MEVE,MEZE,META,METH,METS"
JERIB,"JELIB,JERID"
RAINY,"RANNY,RAINS"
FRIZER,"PRIZER,FRAZER,FRIZED,FRIZEL,FRIZES"
RIMIER,"CIMIER,LIMIER,RIPIER,RIMMER"
KINDLY,"MINDLY,KINGLY,KINKLY,KINDLE"
DICKIE,"NICKIE,SICKIE,TICKIE,VICKIE,DECKIE,DUCKIE"
SHITA,"CHITA,SHINA,SHIVA,SHITS"
CRENEL,"CRINEL,CRONEL,CREWEL"
LAPON,"CAPON,YAPON,LARON,LATON,LAPIN"
BOWSED,"DOWSED,LOWSED,BOSSED,BOUSED,BOWLED,BOWSER,BOWSES"
GIRTS,"AIRTS,DIRTS,GURTS,GIFTS,GILTS,GISTS,GIRDS,GIRLS,GIRNS,GIROS,GIRTH"
GRISTY,"CRISTY,WRISTY,GRITTY,GRISLY,GRISTS"
PUCKA,"PUKKA,PULKA,PUNKA,PUCKS"
KNACKS,"SNACKS,KYACKS,KNOCKS,KNUCKS,KNACKY"
BEATAE,"BEATEE,BEATAS"
CUBES,"JUBES,LUBES,PUBES,RUBES,TUBES,CUKES,CURES,CUTES,CUBAS,CUBEB,CUBED,CUBER"
WRAGER,"BRAGER,GRAGER,WRAKER"
CHOKER,"COOKER,CROKER,CHOLER,CHOMER,CHOKED,CHOKES,CHOKEY"
RAMAL,"HAMAL,SAMAL,TAMAL,RIMAL,ROMAL,RUMAL,RABAL,RANAL,RATAL,RAMAN"
TUNED,"RUNED,TINED,TONED,TYNED,TUBED,TUNER,TUNES"
BOURSE,"COURSE,BOURNE,BOURRE"
PLONK,"CLONK,SLONK,PLANK,PLINK,PLUNK,PLOCK,PLOOK,PLOUK"
UNDEAN,"ANDEAN,UNLEAN,UNDERN,UNDEAD,UNDEAF,UNDEAR"
ENDEBT,"INDEBT,ENDENT"
SHOVES,"STOVES,SHAVES,SHIVES,SHORES,SHOTES,SHOVED,SHOVEL,SHOVER"
RATION,"CATION,DATION,KATION,LATION,NATION,SATION,RACION,RADION,RASION,RATOON,RATTON,RATIOS"
NOVEL,"HOVEL,NAVEL,NEVEL,NOBEL,NOWEL,NOVEM"
BOODIE,"GOODIE,HOODIE,WOODIE,BRODIE,BOOGIE,BOOKIE,BOOTIE,BOODLE"
ANDINE,"ONDINE,UNDINE,AEDINE,ALDINE,ANOINE,ANDING"
INCAVE,"ENCAVE,UNCAVE,INCAGE,INCASE,INCAVO"
SHADE,"SLADE,SPADE,STADE,SUADE,SHIDE,SHODE,SHAKE,SHALE,SHAME,SHANE,SHAPE,SHARE,SHAVE,SHADO,SHADS,SHADY"
MANSO,"CANSO,MANGO,MANTO,MANSE"
ARGLES,"ANGLES,ARALES,ARGUES,ARGLED"
STEPT,"SLEPT,SWEPT,STOPT,STENT,STERT,STEPS"
BOWLEG,"BOWLED,BOWLER,BOWLES"
PLIGHT,"ALIGHT,BLIGHT,FLIGHT,SLIGHT"
RYNDS,"WYNDS,RANDS,RENDS,RINDS"
PILL,"BILL,CILL,DILL,FILL,GILL,HILL,JILL,KILL,LILL,MILL,NILL,RILL,SILL,TILL,VILL,WILL,YILL,ZILL,PALL,PELL,POLL,PULL,PIAL,PIRL,PILA,PILE,PILI,PILY"
DOMPT,COMPT
LUNCH,"BUNCH,DUNCH,HUNCH,MUNCH,NUNCH,PUNCH,RUNCH,LANCH,LENCH,LINCH,LYNCH,LURCH"
MARROT,"CARROT,GARROT,PARROT,MARCOT,MARGOT,MARMOT,MARRON,MARROW"
KUTI,"MUTI,KATI,KUFI,KURI,KUTA,KUTU"
TAMPON,"TOMPON,TARPON,TAMPAN,TAMPIN,TAMPOE,TAMPOY"
AZANS,"ALANS,AZONS"
KYNE,"DYNE,EYNE,LYNE,PYNE,SYNE,TYNE,KANE,KINE,KUNE,KYLE,KYPE,KYTE,KYND"
FRARY,"ORARY,FLARY,FRORY"
WOADY,"TOADY,WOLDY,WOODY,WORDY,WOADS"
TUTS,"BUTS,CUTS,GUTS,HUTS,JUTS,MUTS,NUTS,OUTS,PUTS,RUTS,TATS,TETS,TITS,TOTS,TUBS,TUGS,TUIS,TUMS,TUNS,TUPS,TUTU"
PUKING,"JUKING,PEKING,PIKING,POKING,PULING,PUTING"
ACCTS,ACCUS
CESAR,"KESAR,CEDAR"
ARRACH,"AREACH,ARRACE,ARRACK"
CAFE,"SAFE,CADE,CAGE,CAKE,CAME,CANE,CAPE,CARE,CASE,CATE,CAVE,CAFF,CAFS"
DRYOPE,DRYOPS
ABELE,"ANELE,ABEDE"
TULWAR,"PULWAR,TALWAR,TURWAR"
ENCAKE,"UNCAKE,ENCAGE,ENCASE,ENCAVE"
MANINI,PANINI
PULPAL,"PALPAL,PULPAR"
SOMY,"DOMY,HOMY,SUMY,SOMA,SOME,SOMS"
EMBACE,"EMBALE,EMBASE"
AGARIC,"ALARIC,AGADIC,AGAMIC"
DOMAGE,"HOMAGE,DAMAGE,DOSAGE,DOTAGE,DOWAGE"
SNOOVE,"SNOOSE,SNOOZE"
BOOZY,"DOOZY,WOOZY,BOOBY,BOODY,BOOKY,BOOLY,BOOMY,BOOSY,BOOTY,BOOZE"
CHORDS,"CHARDS,CHORES,CHORUS,CHORDA"
SARONG,"BARONG,SPRONG,STRONG"
MEOU,"MENU,MEOW"
MUCOSA,MUCOSE
TYTHE,"KYTHE,LYTHE,TITHE,TYCHE"
DIDAL,"NIDAL,TIDAL,DEDAL,DITAL"
YORE,"BORE,CORE,DORE,FORE,GORE,HORE,KORE,LORE,MORE,PORE,RORE,SORE,TORE,WORE,YARE,YODE,YOKE,YOWE,YORK,YORP"
BETTY,"HETTY,JETTY,KETTY,LETTY,NETTY,PETTY,TETTY,BATTY,BITTY,BUTTY,BEETY,BENTY,BETSY,BETTA"
LAHAR,"BAHAR,KAHAR,MAHAR,TAHAR,LOHAR,LAZAR"
GULGUL,GILGUL
ARSENO,"ARSINO,ARSONO"
OXYGEN,OXYGON
SIPED,"BIPED,PIPED,RIPED,WIPED,SIDED,SIRED,SITED,SIZED,SIPID,SIPER,SIPES"
RUSKS,"BUSKS,CUSKS,DUSKS,HUSKS,MUSKS,TUSKS,RISKS,RUCKS,RUSES,RUSTS,RUSKY"
CAJAN,"BAJAN,CABAN,CACAN,CAMAN,CATAN,CAJON,CAJUN"
ZILLAH,ZILPAH
DABBA,"LABBA,DUBBA,DABBY"
JOROPO,COROPO
OPTIMA,OPTIME
JEEPS,"BEEPS,DEEPS,KEEPS,NEEPS,PEEPS,SEEPS,VEEPS,WEEPS,JEERS"
CANKER,"BANKER,DANKER,HANKER,JANKER,LANKER,RANKER,TANKER,WANKER,YANKER,CONKER,CALKER,CAWKER,CANCER,CANNER,CANTER"
TIMAWA,TIMAUA
TITANO,"GITANO,TITANS"
LATED,"BATED,DATED,FATED,GATED,HATED,MATED,PATED,RATED,SATED,LUTED,LACED,LADED,LAKED,LAMED,LASED,LAVED,LAWED,LAYED,LAZED,LATEN,LATER,LATEX"
OUTRE,"AUTRE,HUTRE,OUVRE"
GUTTUS,"GUSTUS,GUTTUR"
MURRES,"MURRAS,MURREY"
BRECK,"DRECK,FRECK,WRECK,BLECK,BRACK,BRICK,BROCK,BREAK,BREEK"
MENHIR,MECHIR
DECKED,"BECKED,GECKED,KECKED,NECKED,PECKED,RECKED,DOCKED,DUCKED,DECKEL,DECKEN,DECKER"
BURBS,"CURBS,BARBS,BULBS,BURAS,BURDS,BURGS,BURLS,BURNS,BURPS,BURRS,BURYS"
WINCE,"MINCE,SINCE,VINCE,YINCE,WINZE,WINCH"
NESS,"CESS,FESS,JESS,LESS,MESS,SESS,NEBS,NEDS,NEFS,NEGS,NEKS,NEPS,NETS,NEWS,NESH,NEST"
FLAKE,"BLAKE,CLAKE,SLAKE,FLUKE,FLAME,FLANE,FLARE,FLAKY"
IODOL,"CODOL,INDOL,IODAL"
ANDIAN,"INDIAN,AUDIAN,ANDEAN"
CHUB,"CLUB,CHIB,CHUG,CHUM,CHUR,CHUT"
HENNIN,RENNIN
CAPED,"GAPED,JAPED,RAPED,TAPED,COPED,CAGED,CAKED,CANED,CARED,CASED,CAVED,CAWED,CAPEL,CAPER,CAPES"
OSELLA,OSELLE
MORSAL,"DORSAL,MORMAL,MORRAL,MORTAL,MORSEL"
CHEQUE,CHEQUY
MALTED,"HALTED,SALTED,MELTED,MILTED,MOLTED,MARTED,MASTED,MATTED,MALFED,MALLED,MALMED,MALTER"
SARS,"BARS,CARS,EARS,FARS,GARS,JARS,LARS,MARS,OARS,PARS,TARS,VARS,WARS,SERS,SIRS,SABS,SACS,SADS,SAGS,SAIS,SALS,SAMS,SANS,SAPS,SASS,SAVS,SAWS,SAYS,SARD,SARI,SARK"
OUTFED,OUTLED
DROW,"AROW,BROW,CROW,FROW,GROW,PROW,TROW,VROW,DHOW,DRAW,DREW,DROP"
SHOTES,"SHUTES,SHORES,SHOVES,SHOTTS"
TRABEA,TRABES
INSANE,"UNSANE,INDANE,INSAME"
MOLAL,"MODAL,MONAL,MORAL,MOLAR,MOLAS"
AWALT,"TWALT,AWAFT,AWAIT,AWALD"
UNIFY,UNITY
AROW,"BROW,CROW,DROW,FROW,GROW,PROW,TROW,VROW,ALOW,ANOW,AVOW,AREW"
GAPO,"CAPO,GYPO,GAJO,GAPE,GAPS,GAPY"
BELOAM,"BEFOAM,BELDAM"
COUPED,"LOUPED,ROUPED,SOUPED,COMPED,COOPED,COPPED,COUPEE,COUPER,COUPES"
DAGMAR,"DAMMAR,DAGGAR"
LOSSES,"BOSSES,DOSSES,FOSSES,JOSSES,MOSSES,POSSES,TOSSES,LASSES,LESSES,LISSES,LOOSES,LOUSES,LOSSER"
FOOD,"GOOD,HOOD,MOOD,POOD,ROOD,WOOD,FEOD,FOID,FOLD,FOND,FORD,FOUD,FOOL,FOOS,FOOT"
CLANGS,"SLANGS,CHANGS,CLINGS,CLANKS"
TELLS,"BELLS,CELLS,DELLS,FELLS,HELLS,JELLS,MELLS,SELLS,WELLS,YELLS,TILLS,TOLLS,TEALS,TELES,TELOS,TELLT,TELLY"
MYRICA,"MARICA,MYRICK"
ROKS,"BOKS,WOKS,YOKS,ROBS,ROCS,RODS,ROES,ROMS,ROOS,ROTS,ROWS,ROKE,ROKY"
UNRAM,"UNDAM,UNJAM,UNRAY"
KIBES,"GIBES,JIBES,RIBES,VIBES,KIKES,KINES,KITES,KIBEI"
LUMPEN,"LUMPED,LUMPER,LUMPET"
SNELLY,"SHELLY,SKELLY,SMELLY,SWELLY,SNELLS"
MOSSO,"MOSSI,MOSSY"
HEALED,"MEALED,PEALED,SEALED,VEALED,ZEALED,HEELED,HEILED,HELLED,HEADED,HEAPED,HEATED,HEAVED,HEALER"
WEND,"BEND,FEND,HEND,LEND,MEND,PEND,REND,SEND,TEND,VEND,WAND,WIND,WYND,WEED,WEID,WELD,WENA,WENS,WENT"
ULUS,"ALUS,FLUS,PLUS,UMUS,URUS,UTUS,ULES"
BURRO,"BURAO,BUROO,BURRS,BURRY"
RULERS,PULERS
ARGUFY,ARGIFY
SUPPLY,SUPPLE
VEALER,"DEALER,HEALER,MEALER,PEALER,REALER,SEALER,VEILER,VEALED"
ROWET,"BOWET,REWET,ROSET,ROVET,ROYET,ROWED,ROWEL,ROWEN,ROWER"
BEADY,"DEADY,HEADY,LEADY,READY,BLADY,BENDY,BEAKY,BEAMY,BEANY,BEADS"
CAIRO,"CHIRO,CAIRD,CAIRN"
PULSED,"PURSED,PULLED,PULPED,PULSER,PULSES"
SUITED,"SKITED,SPITED,SUITES"
SLIDED,"ELIDED,GLIDED,SLICED,SLIMED,SLIPED,SLIDER,SLIDES"
DARTS,"CARTS,FARTS,HARTS,KARTS,MARTS,PARTS,TARTS,WARTS,DIRTS,DORTS,DAUTS,DAWTS,DARBS,DARES,DARKS,DARNS"
MUSED,"BUSED,FUSED,MULED,MURED,MUTED,MUSER,MUSES,MUSET"
SURCLE,"SARCLE,SURFLE"
GUTTAR,"KUTTAR,GUETAR,GUITAR,GUTTER,GUTTUR,GUTTAE"
THIN,"CHIN,SHIN,WHIN,TAIN,TEIN,TRIN,TWIN,TYIN,THAN,THEN,THON,THIG,THIO,THIR,THIS"
BLAST,"CLAST,BEAST,BOAST,BRAST,BLEST,BLIST,BLART,BLASE,BLASH"
LEIGER,"GEIGER,LEDGER,LEGGER,LENGER"
GORALS,"CORALS,MORALS"
KRONEN,KRONER
RYES,"AYES,BYES,DYES,EYES,HYES,KYES,LYES,NYES,OYES,PYES,SYES,TYES,WYES,REES,ROES,RUES,RYAS,RYUS"
CAKED,"BAKED,FAKED,LAKED,NAKED,RAKED,TAKED,WAKED,COKED,CAGED,CANED,CAPED,CARED,CASED,CAVED,CAWED,CAKER,CAKES,CAKEY"
DINGS,"KINGS,LINGS,PINGS,RINGS,SINGS,TINGS,WINGS,ZINGS,DANGS,DONGS,DUNGS,DINES,DINKS,DINOS,DINTS,DINUS,DINGE,DINGO,DINGY"
GALGA,"GANGA,GALEA,GALLA"
RESUCK,"RETUCK,RESACK"
GABS,"CABS,DABS,FABS,JABS,KABS,LABS,NABS,SABS,TABS,WABS,GIBS,GOBS,GUBS,GADS,GAES,GAGS,GAKS,GALS,GAMS,GANS,GAPS,GARS,GATS,GAUS,GAWS,GAYS,GABY"
AKASA,"ANASA,AKALA"
BABOON,"GABOON,BATOON,BABION,BABOEN,BABOOL,BABOOS,BABOOT"
YURAK,"YARAK,YUROK,YURUK"
BONGS,"DONGS,GONGS,HONGS,LONGS,SONGS,TONGS,BANGS,BUNGS,BONDS,BONES,BONKS,BONOS,BONUS,BONGO"
CARREE,"KARREE,LARREE,MARREE,WARREE,CABREE,CARRIE,CARREL"
HONKY,"CONKY,WONKY,HANKY,HUNKY,HOCKY,HOOKY,HONEY,HONKS"
TOMIA,"TOPIA,TOMIN"
ATWAIN,"AIWAIN,ATTAIN"
POULTS,MOULTS
GLOBAL,"GLEBAL,GLOEAL"
SHARPS,"SCARPS,SHARDS,SHARES,SHARKS,SHARNS,SHARPY"
HAMBER,"CAMBER,JAMBER,LAMBER,TAMBER,HAMMER,HAMPER"
PHYTOL,"PHYTYL,PHYTON"
SINDER,"BINDER,CINDER,DINDER,FINDER,HINDER,KINDER,LINDER,MINDER,PINDER,TINDER,WINDER,SANDER,SENDER,SONDER,SUNDER,SIDDER,SINGER,SINJER,SINKER,SINNER,SINTER,SINZER"
THRAP,"SHRAP,TERAP,THRIP,THRAM,THRAW,THRAX"
RABAND,"TABAND,RIBAND,ROBAND"
SHEIKS,SHEIKH
COSIN,"EOSIN,KOSIN,ROSIN,COCIN,COLIN,CONIN,CORIN,COVIN,COSEN,COSIE"
GREGAL,GREGAU
THERED,"WHERED,TIERED,THEMED,THEWED,THERES"
SNEAKS,"SPEAKS,STEAKS,SNECKS,SNEAPS,SNEAKY"
FIXERS,"MIXERS,FIBERS,FIFERS,FILERS,FIRERS,FIVERS"
TRIVAT,"TRUVAT,TRIVET"
ISING,"SSING,USING,ICING,IRING,IZING"
JUNKY,"FUNKY,GUNKY,HUNKY,NUNKY,PUNKY,JUNDY,JUNKS"
MOXAS,"MOLAS,MONAS,MORAS"
PAYESS,"PAPESS,PAYEES,PAYERS"
CICALE,"CIGALE,CICALA"
TANDY,"BANDY,CANDY,DANDY,HANDY,PANDY,RANDY,SANDY,WANDY,TARDY,TANGY,TANNY,TANSY,TANZY"
HURLY,"BURLY,CURLY,GURLY,MURLY,NURLY,SURLY,WURLY,HURRY,HURTY,HURLS"
JEMBE,"TEMBE,JAMBE"
STITHY,"SLITHY,SMITHY,SNITHY,STETHY,STITHE"
TOKAY,TODAY
CAGY,"SAGY,CAKY,CANY,CAVY,CAGE,CAGS"
LAPSER,"LAISER,LAPPER,LAPSED,LAPSES"
CHOWED,"SHOWED,CROWED,CHAWED,CHEWED,CHOKED,CHORED"
CASING,"BASING,EASING,LASING,RASING,CISING,COSING,CAGING,CAKING,CANING,CAPING,CARING,CATING,CAVING,CAWING,CASINA,CASINO"
CRUMBY,"BRUMBY,CRUMMY,CRUMPY,CRUMBS"
STANDI,STANDS
CADDY,"BADDY,DADDY,FADDY,PADDY,WADDY,CODDY,CUDDY,CANDY,CADGY,CADDO"
OUTGO,OUTDO
DISTAL,"MISTAL,VISTAL,DIETAL,DISCAL,DISMAL,DISTIL,DISTAD"
EARTH,"BARTH,FARTH,GARTH,WARTH,YARTH,EARSH"
ROUES,"MOUES,ROBES,ROLES,ROPES,ROSES,ROTES,ROVES,ROUPS,ROUTS,ROUEN"
ENJAIL,"ENRAIL,ENTAIL"
HOLLOS,"HALLOS,HELLOS,HILLOS,HULLOS,HOLMOS,HOLLAS,HOLLOA,HOLLOO,HOLLOW"
OUTRIB,OUTRIG
RATTEN,"BATTEN,FATTEN,GATTEN,LATTEN,PATTEN,ROTTEN,RATEEN,RATTAN,RATTON,RATTED,RATTEL,RATTER"
GRIM,"BRIM,CRIM,PRIM,TRIM,GLIM,GRAM,GRUM,GRID,GRIG,GRIN,GRIP,GRIS,GRIT,GRIZ"
TYIN,"AYIN,PYIN,TAIN,TEIN,THIN,TRIN,TWIN"
KAWS,"CAWS,DAWS,FAWS,GAWS,HAWS,JAWS,LAWS,MAWS,PAWS,RAWS,SAWS,TAWS,VAWS,WAWS,YAWS,KOWS,KAAS,KABS,KAES,KAFS,KAIS,KAKS,KANS,KATS,KAYS,KAWA"
BUSSED,"CUSSED,FUSSED,MUSSED,BOSSED,BUSHED,BUSIED,BUSKED,BUSTED,BUSSER,BUSSES"
KRISES,"ARISES,BRISES,CRISES,FRISES,IRISES,PRISES"
